ImageId,Label,Confidence
25047, 1, 0.2666504788990259 
42327, 1, 0.8616149426630233 
27499, 4, 0.7858714187564578 
36950, 4, 0.8627416067299444 
18927, 5, 0.5073933956439832 
29475, 2, 0.7683608499555716 
44927, 1, 0.3751404214190513 
27223, 3, 0.852118458282375 
23836, 1, 0.9607779946254429 
26272, 0, 1.131313166145965 
68, 7, 0.4772202713148935 
21231, 8, 0.26910236710077756 
8526, 9, 0.6917233977999006 
16389, 8, 1.0056551675517837 
22122, 2, 0.8322330968720573 
32062, 9, 0.45460199380849864 
38788, 8, 0.8718293193098786 
26264, 1, 0.9885627011974136 
32629, 1, 0.996594752584185 
21635, 2, 0.7779480880731112 
7036, 4, 0.61272400927234 
36906, 4, 1.1135434891496385 
38310, 9, 1.0847440741278909 
50174, 7, 0.9683425008476555 
10486, 3, 0.48491380857182786 
14954, 6, 0.4240183222603488 
44221, 0, 0.5485043498602781 
25171, 1, 0.40822181957108633 
21300, 0, 0.6980470713082846 
38350, 1, 1.0486998085851793 
18629, 4, 0.49762780867613754 
27348, 4, 0.16646119332932807 
27761, 4, 1.0584358689072844 
33702, 8, 0.9326555686337608 
32974, 2, 0.1364388063356474 
29425, 2, 0.5773926752728301 
37317, 5, 0.7392729447259532 
27747, 8, 0.1484525625581865 
28412, 8, 0.14667006475584848 
24900, 7, 0.8563921110970634 
31276, 1, 1.0649349294699633 
8379, 1, 1.0519056513712004 
39493, 1, 1.094155844155844 
33660, 0, 1.1176399472471956 
7577, 4, 1.12128218427881 
54002, 5, 1.0877223049665425 
31070, 6, 1.0026389195934517 
25468, 3, 0.9671972119188929 
13046, 9, 0.15120911753022825 
23720, 5, 0.8532225884400405 
16143, 1, 1.1103854109714557 
11234, 1, 1.12012987012987 
21419, 3, 0.7165312689620179 
54283, 4, 0.5946119485737441 
26224, 4, 1.081019703056905 
8309, 6, 0.6975414331083174 
40709, 4, 0.9157446313213993 
12188, 2, 0.2594478710905298 
41958, 9, 0.8824334852881246 
44653, 9, 0.9065038643100045 
1923, 0, 0.9924088886805943 
33404, 0, 1.0893658047372645 
27204, 1, 1.0909090909090908 
34796, 1, 1.0811686957037294 
8022, 2, 0.1514012561990069 
21380, 9, 0.15584347851864702 
7569, 5, 0.9123364431517464 
14416, 7, 1.105390157018389 
1616, 7, 0.928362067256655 
33509, 2, 0.6713431566566616 
17916, 1, 1.1006493506493507 
38097, 8, 0.9091259666851589 
19128, 5, 0.8030041851006545 
21793, 5, 1.0807607359700389 
48872, 8, 0.5941558441558441 
12019, 9, 0.8104543600763593 
12203, 4, 0.993408477925635 
48858, 7, 0.655151225916751 
43506, 2, 0.6610351061666166 
32704, 8, 0.2002531990602419 
17824, 9, 0.4903122941394905 
27908, 9, 0.5720935703872086 
18769, 8, 1.0937801994286573 
39348, 9, 1.0873505647306319 
19538, 9, 1.1177033514945538 
6434, 4, 1.0811688311688312 
5850, 4, 1.0324673970024307 
13803, 2, 0.995592974997186 
42360, 1, 1.103896103896104 
50513, 5, 0.4166991857739238 
39704, 0, 0.8928557882061252 
16390, 3, 0.7540056937700742 
28417, 1, 0.788961038961039 
53504, 4, 1.051914998463222 
277, 3, 1.0060685524692783 
27592, 6, 1.0869056973364446 
42492, 6, 0.9882349662192456 
54354, 1, 0.13589118750064405 
34702, 9, 1.0937237104812225 
52079, 9, 1.09090055660768 
41061, 3, 0.979454351172379 
39344, 0, 0.7126585182196031 
13067, 5, 1.0904504492678888 
37031, 7, 0.7366750830870058 
20110, 7, 1.0045677739590342 
26225, 9, 0.5670835369213745 
50063, 9, 0.828557406473283 
24265, 1, 1.0134727440963283 
47819, 1, 1.0585028774110732 
48863, 3, 0.7364957126456874 
22122, 2, 0.5997082273681442 
42558, 4, 0.16395349742530227 
54283, 4, 0.7198846955578049 
54578, 6, 1.0455397208789727 
26650, 5, 0.22872377022520288 
28412, 8, 0.13747292157117422 
39340, 9, 0.37763156790237923 
19712, 9, 1.0449686565182426 
25171, 1, 0.5847080175752764 
26264, 1, 1.0602440477965713 
25149, 0, 0.33717424451530753 
26738, 8, 0.49609368710548846 
36254, 9, 0.46980839116232737 
1660, 5, 0.6432048924170531 
26277, 0, 0.7342455735454312 
22676, 4, 0.9521413809293277 
10707, 8, 1.0409631849109353 
26224, 4, 0.5612110425899555 
32704, 8, 0.312885174116531 
22491, 6, 0.7026467632937741 
12120, 6, 0.19915380454682685 
25863, 4, 0.7854519943138222 
17866, 5, 0.6780512530308265 
2741, 6, 0.38602145616110267 
20318, 2, 0.3346711780343737 
17882, 0, 0.6449916316317273 
40875, 5, 0.55128751192 
22262, 1, 0.7879297760399905 
4409, 6, 0.5806734739960014 
24061, 3, 0.1617860747622205 
2675, 3, 0.8286552270511528 
27794, 3, 0.6243563898198017 
5827, 3, 0.9862036646960618 
1708, 0, 0.7743598311752468 
21635, 2, 0.6175817270557602 
16500, 4, 0.87182022340886 
10053, 3, 0.8212463389356415 
8350, 7, 0.17558986625888132 
28598, 5, 0.3815493467566255 
53595, 8, 0.8454569419483086 
19062, 9, 0.23679981371024986 
17250, 7, 0.8579158436555367 
43155, 8, 0.8900811447725667 
17561, 6, 0.18321349094440412 
4174, 6, 0.7101729392231285 
2820, 5, 0.406160467630857 
